codigo,descricao,periodo,valor,arquivo
12,Margem excedente de Capital Principal (%),2022-03-22,0.11,anexo-pilar3-circular-3930-q2-2022.xlsx
12,Margem excedente de Capital Principal (%),2022-03-22,0.11,anexo-pilar3-circular-3930-q3-2022.xlsx
2,Nível I,2022-03-22,2886185829.38,anexo-pilar3-circular-3930-q2-2022.xlsx
2,Nível I,2022-03-22,2886185829.38,anexo-pilar3-circular-3930-q3-2022.xlsx
3,Patrimônio de Referência (PR),2022-03-22,2991136941.6,anexo-pilar3-circular-3930-q2-2022.xlsx
3,Patrimônio de Referência (PR),2022-03-22,2991136941.6,anexo-pilar3-circular-3930-q3-2022.xlsx
3b,Excesso dos recursos aplicados no ativo permanente,2022-03-22,0.0,anexo-pilar3-circular-3930-q3-2022.xlsx
3c,Destaque do PR,2022-03-22,0.0,anexo-pilar3-circular-3930-q3-2022.xlsx
4,RWA total,2022-03-22,16493485113.12,anexo-pilar3-circular-3930-q2-2022.xlsx
4,RWA total,2022-03-22,16493485113.12,anexo-pilar3-circular-3930-q3-2022.xlsx
5,Índice de Capital Principal (ICP),2022-03-22,0.175,anexo-pilar3-circular-3930-q2-2022.xlsx
5,Índice de Capital Principal (ICP),2022-03-22,0.175,anexo-pilar3-circular-3930-q3-2022.xlsx
6,Índice de Nível 1 (%),2022-03-22,0.175,anexo-pilar3-circular-3930-q2-2022.xlsx
6,Índice de Nível 1 (%),2022-03-22,0.175,anexo-pilar3-circular-3930-q3-2022.xlsx
7,Índice de Basileia,2022-03-22,0.1814,anexo-pilar3-circular-3930-q2-2022.xlsx
7,Índice de Basileia,2022-03-22,0.1814,anexo-pilar3-circular-3930-q3-2022.xlsx
8,Adicional de Conservação de Capital Principal - ACPConservação (%),2022-03-22,0.02,anexo-pilar3-circular-3930-q2-2022.xlsx
8,Adicional de Conservação de Capital Principal - ACPConservação (%),2022-03-22,0.02,anexo-pilar3-circular-3930-q3-2022.xlsx
9,Adicional Contracíclico de Capital Principal - ACPContracíclico (%),2022-03-22,0.0,anexo-pilar3-circular-3930-q2-2022.xlsx
1,Capital Principal,2022-03-31,2886185829.38,anexo-pilar3-circular-3930-q1-2022.xlsx
1,Capital Principal,2022-03-31,2605153846.72,anexo-pilar3-circular-3930-q1-2022.xlsx
1,Capital Principal,2022-03-31,2405328078.38,anexo-pilar3-circular-3930-q1-2022.xlsx
1,Capital Principal,2022-03-31,1648693183.76,anexo-pilar3-circular-3930-q1-2022.xlsx
1,Capital Principal,2022-03-31,903512880.7,anexo-pilar3-circular-3930-q1-2022.xlsx
2,Nível I,2022-03-31,2886185829.38,anexo-pilar3-circular-3930-q1-2022.xlsx
2,Nível I,2022-03-31,2605153846.72,anexo-pilar3-circular-3930-q1-2022.xlsx
2,Nível I,2022-03-31,2405328078.38,anexo-pilar3-circular-3930-q1-2022.xlsx
2,Nível I,2022-03-31,1648693183.76,anexo-pilar3-circular-3930-q1-2022.xlsx
2,Nível I,2022-03-31,903512880.7,anexo-pilar3-circular-3930-q1-2022.xlsx
3,Patrimônio de referência (PR),2022-03-31,2991136941.6,anexo-pilar3-circular-3930-q1-2022.xlsx
3,Patrimônio de referência (PR),2022-03-31,2707040511.52,anexo-pilar3-circular-3930-q1-2022.xlsx
3,Patrimônio de referência (PR),2022-03-31,2504192509.43,anexo-pilar3-circular-3930-q1-2022.xlsx
3,Patrimônio de referência (PR),2022-03-31,1744533369.04,anexo-pilar3-circular-3930-q1-2022.xlsx
3,Patrimônio de referência (PR),2022-03-31,996554646.85,anexo-pilar3-circular-3930-q1-2022.xlsx
4,RWA total,2022-03-31,16493485113.12,anexo-pilar3-circular-3930-q1-2022.xlsx
4,RWA total,2022-03-31,11957297305.71,anexo-pilar3-circular-3930-q1-2022.xlsx
4,RWA total,2022-03-31,7650896126.56,anexo-pilar3-circular-3930-q1-2022.xlsx
4,RWA total,2022-03-31,4649033367.4,anexo-pilar3-circular-3930-q1-2022.xlsx
4,RWA total,2022-03-31,3260780597.21,anexo-pilar3-circular-3930-q1-2022.xlsx
5,Índice de Capital Principal (ICP),2022-03-31,0.17498944641385333,anexo-pilar3-circular-3930-q1-2022.xlsx
5,Índice de Capital Principal (ICP),2022-03-31,0.21787146209670258,anexo-pilar3-circular-3930-q1-2022.xlsx
5,Índice de Capital Principal (ICP),2022-03-31,0.31438514372583504,anexo-pilar3-circular-3930-q1-2022.xlsx
5,Índice de Capital Principal (ICP),2022-03-31,0.3546313939841739,anexo-pilar3-circular-3930-q1-2022.xlsx
5,Índice de Capital Principal (ICP),2022-03-31,0.27708484326515764,anexo-pilar3-circular-3930-q1-2022.xlsx
6,Índice de Nível 1 (%),2022-03-31,0.17498944641385333,anexo-pilar3-circular-3930-q1-2022.xlsx
6,Índice de Nível 1 (%),2022-03-31,0.21787146209670258,anexo-pilar3-circular-3930-q1-2022.xlsx
6,Índice de Nível 1 (%),2022-03-31,0.31438514372583504,anexo-pilar3-circular-3930-q1-2022.xlsx
6,Índice de Nível 1 (%),2022-03-31,0.3546313939841739,anexo-pilar3-circular-3930-q1-2022.xlsx
6,Índice de Nível 1 (%),2022-03-31,0.27708484326515764,anexo-pilar3-circular-3930-q1-2022.xlsx
7,Índice de Basileia,2022-03-31,0.1813526323324264,anexo-pilar3-circular-3930-q1-2022.xlsx
7,Índice de Basileia,2022-03-31,0.22639233953205296,anexo-pilar3-circular-3930-q1-2022.xlsx
7,Índice de Basileia,2022-03-31,0.3273070850794489,anexo-pilar3-circular-3930-q1-2022.xlsx
7,Índice de Basileia,2022-03-31,0.37524647193823885,anexo-pilar3-circular-3930-q1-2022.xlsx
7,Índice de Basileia,2022-03-31,0.305618430047908,anexo-pilar3-circular-3930-q1-2022.xlsx
8,Adicional de Conservação de Capital Principal - ACPConservação (%),2022-03-31,0.02,anexo-pilar3-circular-3930-q1-2022.xlsx
8,Adicional de Conservação de Capital Principal - ACPConservação (%),2022-03-31,0.02,anexo-pilar3-circular-3930-q1-2022.xlsx
8,Adicional de Conservação de Capital Principal - ACPConservação (%),2022-03-31,0.01625,anexo-pilar3-circular-3930-q1-2022.xlsx
8,Adicional de Conservação de Capital Principal - ACPConservação (%),2022-03-31,0.01625,anexo-pilar3-circular-3930-q1-2022.xlsx
8,Adicional de Conservação de Capital Principal - ACPConservação (%),2022-03-31,0.0125,anexo-pilar3-circular-3930-q1-2022.xlsx
9,Adicional Contracíclico de Capital Principal - ACPContracíclico (%),2022-03-31,0.0,anexo-pilar3-circular-3930-q1-2022.xlsx
9,Adicional Contracíclico de Capital Principal - ACPContracíclico (%),2022-03-31,0.0,anexo-pilar3-circular-3930-q1-2022.xlsx
9,Adicional Contracíclico de Capital Principal - ACPContracíclico (%),2022-03-31,0.0,anexo-pilar3-circular-3930-q1-2022.xlsx
9,Adicional Contracíclico de Capital Principal - ACPContracíclico (%),2022-03-31,0.0,anexo-pilar3-circular-3930-q1-2022.xlsx
9,Adicional Contracíclico de Capital Principal - ACPContracíclico (%),2022-03-31,0.0,anexo-pilar3-circular-3930-q1-2022.xlsx
10,Adicional de Importância Sistêmica de Capital Principal - ACPSistêmico (%),2022-03-31,0.0,anexo-pilar3-circular-3930-q1-2022.xlsx
10,Adicional de Importância Sistêmica de Capital Principal - ACPSistêmico (%),2022-03-31,0.0,anexo-pilar3-circular-3930-q1-2022.xlsx
10,Adicional de Importância Sistêmica de Capital Principal - ACPSistêmico (%),2022-03-31,0.0,anexo-pilar3-circular-3930-q1-2022.xlsx
10,Adicional de Importância Sistêmica de Capital Principal - ACPSistêmico (%),2022-03-31,0.0,anexo-pilar3-circular-3930-q1-2022.xlsx
10,Adicional de Importância Sistêmica de Capital Principal - ACPSistêmico (%),2022-03-31,0.0,anexo-pilar3-circular-3930-q1-2022.xlsx
11,ACP total (%),2022-03-31,0.02,anexo-pilar3-circular-3930-q1-2022.xlsx
11,ACP total (%),2022-03-31,0.02,anexo-pilar3-circular-3930-q1-2022.xlsx
11,ACP total (%),2022-03-31,0.01625,anexo-pilar3-circular-3930-q1-2022.xlsx
11,ACP total (%),2022-03-31,0.01625,anexo-pilar3-circular-3930-q1-2022.xlsx
11,ACP total (%),2022-03-31,0.0125,anexo-pilar3-circular-3930-q1-2022.xlsx
12,Margem excedente de Capital Principal (%),2022-03-31,0.11,anexo-pilar3-circular-3930-q1-2022.xlsx
12,Margem excedente de Capital Principal (%),2022-03-31,0.1529,anexo-pilar3-circular-3930-q1-2022.xlsx
12,Margem excedente de Capital Principal (%),2022-03-31,0.2531,anexo-pilar3-circular-3930-q1-2022.xlsx
12,Margem excedente de Capital Principal (%),2022-03-31,0.2934,anexo-pilar3-circular-3930-q1-2022.xlsx
12,Margem excedente de Capital Principal (%),2022-03-31,0.2196,anexo-pilar3-circular-3930-q1-2022.xlsx
1,Capital Principal,2022-03-31,2886185829.38,anexo-pilar3-circular-3930-q1-2023.xlsx
11,ACP total (%),2022-03-31,0.02,anexo-pilar3-circular-3930-q1-2023.xlsx
12,Margem excedente de Capital Principal (%),2022-03-31,0.11,anexo-pilar3-circular-3930-q1-2023.xlsx
2,Nível I,2022-03-31,2886185829.38,anexo-pilar3-circular-3930-q1-2023.xlsx
3,Patrimônio de Referência (PR),2022-03-31,2991136941.6,anexo-pilar3-circular-3930-q1-2023.xlsx
3b,Excesso dos recursos aplicados no ativo permanente,2022-03-31,0.0,anexo-pilar3-circular-3930-q1-2022.xlsx
3b,Excesso dos recursos aplicados no ativo permanente,2022-03-31,0.0,anexo-pilar3-circular-3930-q1-2022.xlsx
3b,Excesso dos recursos aplicados no ativo permanente,2022-03-31,0.0,anexo-pilar3-circular-3930-q1-2022.xlsx
3b,Excesso dos recursos aplicados no ativo permanente,2022-03-31,0.0,anexo-pilar3-circular-3930-q1-2022.xlsx
3b,Excesso dos recursos aplicados no ativo permanente,2022-03-31,0.0,anexo-pilar3-circular-3930-q1-2022.xlsx
3c,Destaque do PR,2022-03-31,0.0,anexo-pilar3-circular-3930-q1-2022.xlsx
3c,Destaque do PR,2022-03-31,0.0,anexo-pilar3-circular-3930-q1-2022.xlsx
3c,Destaque do PR,2022-03-31,0.0,anexo-pilar3-circular-3930-q1-2022.xlsx
3c,Destaque do PR,2022-03-31,0.0,anexo-pilar3-circular-3930-q1-2022.xlsx
3c,Destaque do PR,2022-03-31,0.0,anexo-pilar3-circular-3930-q1-2022.xlsx
4,RWA total,2022-03-31,16493485113.12,anexo-pilar3-circular-3930-q1-2023.xlsx
5,Índice de Capital Principal (ICP),2022-03-31,0.175,anexo-pilar3-circular-3930-q1-2023.xlsx
6,Índice de Nível 1 (%),2022-03-31,0.175,anexo-pilar3-circular-3930-q1-2023.xlsx
7,Índice de Basileia,2022-03-31,0.1814,anexo-pilar3-circular-3930-q1-2023.xlsx
8,Adicional de Conservação de Capital Principal - ACPConservação (%),2022-03-31,0.02,anexo-pilar3-circular-3930-q1-2023.xlsx
1,Capital Principal,2022-06-22,3109426251.3,anexo-pilar3-circular-3930-q2-2022.xlsx
1,Capital Principal,2022-06-22,3109426251.3,anexo-pilar3-circular-3930-q3-2022.xlsx
10,Adicional de Importância Sistêmica de Capital Principal - ACPSistêmico (%),2022-06-22,0.0,anexo-pilar3-circular-3930-q2-2022.xlsx
11,ACP total (%),2022-06-22,0.0,anexo-pilar3-circular-3930-q2-2022.xlsx
11,ACP total (%),2022-06-22,0.025,anexo-pilar3-circular-3930-q3-2022.xlsx
12,Margem excedente de Capital Principal (%),2022-06-22,0.0973,anexo-pilar3-circular-3930-q2-2022.xlsx
12,Margem excedente de Capital Principal (%),2022-06-22,0.0973,anexo-pilar3-circular-3930-q3-2022.xlsx
2,Nível I,2022-06-22,3109426251.3,anexo-pilar3-circular-3930-q2-2022.xlsx
2,Nível I,2022-06-22,3109426251.3,anexo-pilar3-circular-3930-q3-2022.xlsx
3,Patrimônio de Referência (PR),2022-06-22,4021785810.57,anexo-pilar3-circular-3930-q2-2022.xlsx
3,Patrimônio de Referência (PR),2022-06-22,4021785810.57,anexo-pilar3-circular-3930-q3-2022.xlsx
3b,Excesso dos recursos aplicados no ativo permanente,2022-06-22,0.0,anexo-pilar3-circular-3930-q3-2022.xlsx
3c,Destaque do PR,2022-06-22,0.0,anexo-pilar3-circular-3930-q3-2022.xlsx
4,RWA total,2022-06-22,18590678041.22,anexo-pilar3-circular-3930-q2-2022.xlsx
4,RWA total,2022-06-22,18590678041.22,anexo-pilar3-circular-3930-q3-2022.xlsx
5,Índice de Capital Principal (ICP),2022-06-22,0.1673,anexo-pilar3-circular-3930-q2-2022.xlsx
5,Índice de Capital Principal (ICP),2022-06-22,0.1673,anexo-pilar3-circular-3930-q3-2022.xlsx
6,Índice de Nível 1 (%),2022-06-22,0.1673,anexo-pilar3-circular-3930-q2-2022.xlsx
6,Índice de Nível 1 (%),2022-06-22,0.1673,anexo-pilar3-circular-3930-q3-2022.xlsx
7,Índice de Basileia,2022-06-22,0.2163,anexo-pilar3-circular-3930-q2-2022.xlsx
7,Índice de Basileia,2022-06-22,0.2163,anexo-pilar3-circular-3930-q3-2022.xlsx
8,Adicional de Conservação de Capital Principal - ACPConservação (%),2022-06-22,0.025,anexo-pilar3-circular-3930-q2-2022.xlsx
8,Adicional de Conservação de Capital Principal - ACPConservação (%),2022-06-22,0.025,anexo-pilar3-circular-3930-q3-2022.xlsx
9,Adicional Contracíclico de Capital Principal - ACPContracíclico (%),2022-06-22,0.0,anexo-pilar3-circular-3930-q2-2022.xlsx
1,Capital Principal,2022-06-28,3109426251.0,anexo-pilar3-circular-3930-q2-2023.xlsx
10,Adicional de Importância Sistêmica de Capital Principal - ACPSistêmico (%),2022-06-28,0.0,anexo-pilar3-circular-3930-q2-2023.xlsx
11,ACP total (%),2022-06-28,0.025,anexo-pilar3-circular-3930-q2-2023.xlsx
12,Margem excedente de Capital Principal (%),2022-06-28,0.0973,anexo-pilar3-circular-3930-q2-2023.xlsx
2,Nível I,2022-06-28,3109426251.0,anexo-pilar3-circular-3930-q2-2023.xlsx
3,Patrimônio de Referência (PR),2022-06-28,4021785811.0,anexo-pilar3-circular-3930-q2-2023.xlsx
4,RWA total,2022-06-28,18590678041.0,anexo-pilar3-circular-3930-q2-2023.xlsx
5,Índice de Capital Principal (ICP),2022-06-28,0.1673,anexo-pilar3-circular-3930-q2-2023.xlsx
6,Índice de Nível 1 (%),2022-06-28,0.1673,anexo-pilar3-circular-3930-q2-2023.xlsx
7,Índice de Basileia,2022-06-28,0.2163,anexo-pilar3-circular-3930-q2-2023.xlsx
8,Adicional de Conservação de Capital Principal - ACPConservação (%),2022-06-28,0.025,anexo-pilar3-circular-3930-q2-2023.xlsx
9,Adicional Contracíclico de Capital Principal - ACPContracíclico (%),2022-06-28,0.0,anexo-pilar3-circular-3930-q2-2023.xlsx
1,Capital Principal,2022-06-30,3109426251.3,anexo-pilar3-circular-3930-q1-2023.xlsx
11,ACP total (%),2022-06-30,0.025,anexo-pilar3-circular-3930-q1-2023.xlsx
12,Margem excedente de Capital Principal (%),2022-06-30,0.0973,anexo-pilar3-circular-3930-q1-2023.xlsx
2,Nível I,2022-06-30,3109426251.3,anexo-pilar3-circular-3930-q1-2023.xlsx
3,Patrimônio de Referência (PR),2022-06-30,4021785810.57,anexo-pilar3-circular-3930-q1-2023.xlsx
4,RWA total,2022-06-30,18590678041.22,anexo-pilar3-circular-3930-q1-2023.xlsx
5,Índice de Capital Principal (ICP),2022-06-30,0.1673,anexo-pilar3-circular-3930-q1-2023.xlsx
6,Índice de Nível 1 (%),2022-06-30,0.1673,anexo-pilar3-circular-3930-q1-2023.xlsx
7,Índice de Basileia,2022-06-30,0.2163,anexo-pilar3-circular-3930-q1-2023.xlsx
8,Adicional de Conservação de Capital Principal - ACPConservação (%),2022-06-30,0.025,anexo-pilar3-circular-3930-q1-2023.xlsx
1,Capital Principal,2022-09-26,3346871487.0,anexo-pilar3-circular-3930-q2-2023.xlsx
10,Adicional de Importância Sistêmica de Capital Principal - ACPSistêmico (%),2022-09-26,0.0,anexo-pilar3-circular-3930-q2-2023.xlsx
11,ACP total (%),2022-09-26,0.025,anexo-pilar3-circular-3930-q2-2023.xlsx
12,Margem excedente de Capital Principal (%),2022-09-26,0.0682,anexo-pilar3-circular-3930-q2-2023.xlsx
2,Nível I,2022-09-26,3346871487.0,anexo-pilar3-circular-3930-q2-2023.xlsx
3,Patrimônio de Referência (PR),2022-09-26,4294028461.0,anexo-pilar3-circular-3930-q2-2023.xlsx
4,RWA total,2022-09-26,24220149916.0,anexo-pilar3-circular-3930-q2-2023.xlsx
5,Índice de Capital Principal (ICP),2022-09-26,0.1382,anexo-pilar3-circular-3930-q2-2023.xlsx
6,Índice de Nível 1 (%),2022-09-26,0.1382,anexo-pilar3-circular-3930-q2-2023.xlsx
7,Índice de Basileia,2022-09-26,0.1773,anexo-pilar3-circular-3930-q2-2023.xlsx
8,Adicional de Conservação de Capital Principal - ACPConservação (%),2022-09-26,0.025,anexo-pilar3-circular-3930-q2-2023.xlsx
9,Adicional Contracíclico de Capital Principal - ACPContracíclico (%),2022-09-26,0.0,anexo-pilar3-circular-3930-q2-2023.xlsx
1,Capital Principal,2022-09-30,3346871487.45,anexo-pilar3-circular-3930-q1-2023.xlsx
11,ACP total (%),2022-09-30,0.025,anexo-pilar3-circular-3930-q1-2023.xlsx
12,Margem excedente de Capital Principal (%),2022-09-30,0.0682,anexo-pilar3-circular-3930-q1-2023.xlsx
2,Nível I,2022-09-30,3346871487.45,anexo-pilar3-circular-3930-q1-2023.xlsx
3,Patrimônio de Referência (PR),2022-09-30,4294028460.72,anexo-pilar3-circular-3930-q1-2023.xlsx
4,RWA total,2022-09-30,24220149916.22,anexo-pilar3-circular-3930-q1-2023.xlsx
5,Índice de Capital Principal (ICP),2022-09-30,0.1382,anexo-pilar3-circular-3930-q1-2023.xlsx
6,Índice de Nível 1 (%),2022-09-30,0.1382,anexo-pilar3-circular-3930-q1-2023.xlsx
7,Índice de Basileia,2022-09-30,0.1773,anexo-pilar3-circular-3930-q1-2023.xlsx
8,Adicional de Conservação de Capital Principal - ACPConservação (%),2022-09-30,0.025,anexo-pilar3-circular-3930-q1-2023.xlsx
1,Capital Principal,2022-12-25,4064004869.0,anexo-pilar3-circular-3930-q2-2023.xlsx
10,Adicional de Importância Sistêmica de Capital Principal - ACPSistêmico (%),2022-12-25,0.0,anexo-pilar3-circular-3930-q2-2023.xlsx
11,ACP total (%),2022-12-25,0.025,anexo-pilar3-circular-3930-q2-2023.xlsx
12,Margem excedente de Capital Principal (%),2022-12-25,0.0807,anexo-pilar3-circular-3930-q2-2023.xlsx
2,Nível I,2022-12-25,4782890907.0,anexo-pilar3-circular-3930-q2-2023.xlsx
3,Patrimônio de Referência (PR),2022-12-25,5764480196.0,anexo-pilar3-circular-3930-q2-2023.xlsx
4,RWA total,2022-12-25,26963627263.0,anexo-pilar3-circular-3930-q2-2023.xlsx
5,Índice de Capital Principal (ICP),2022-12-25,0.1507,anexo-pilar3-circular-3930-q2-2023.xlsx
6,Índice de Nível 1 (%),2022-12-25,0.1774,anexo-pilar3-circular-3930-q2-2023.xlsx
7,Índice de Basileia,2022-12-25,0.2138,anexo-pilar3-circular-3930-q2-2023.xlsx
8,Adicional de Conservação de Capital Principal - ACPConservação (%),2022-12-25,0.025,anexo-pilar3-circular-3930-q2-2023.xlsx
9,Adicional Contracíclico de Capital Principal - ACPContracíclico (%),2022-12-25,0.0,anexo-pilar3-circular-3930-q2-2023.xlsx
1,Capital Principal,2022-12-31,4064004868.86,anexo-pilar3-circular-3930-q1-2023.xlsx
11,ACP total (%),2022-12-31,0.025,anexo-pilar3-circular-3930-q1-2023.xlsx
12,Margem excedente de Capital Principal (%),2022-12-31,0.0807,anexo-pilar3-circular-3930-q1-2023.xlsx
2,Nível I,2022-12-31,4782890907.02,anexo-pilar3-circular-3930-q1-2023.xlsx
3,Patrimônio de Referência (PR),2022-12-31,5764480195.52,anexo-pilar3-circular-3930-q1-2023.xlsx
4,RWA total,2022-12-31,26963627263.08,anexo-pilar3-circular-3930-q1-2023.xlsx
5,Índice de Capital Principal (ICP),2022-12-31,0.1507,anexo-pilar3-circular-3930-q1-2023.xlsx
6,Índice de Nível 1 (%),2022-12-31,0.1774,anexo-pilar3-circular-3930-q1-2023.xlsx
7,Índice de Basileia,2022-12-31,0.2138,anexo-pilar3-circular-3930-q1-2023.xlsx
8,Adicional de Conservação de Capital Principal - ACPConservação (%),2022-12-31,0.025,anexo-pilar3-circular-3930-q1-2023.xlsx
1,Capital Principal,2023-03-25,4833777156.0,anexo-pilar3-circular-3930-q2-2023.xlsx
10,Adicional de Importância Sistêmica de Capital Principal - ACPSistêmico (%),2023-03-25,0.0,anexo-pilar3-circular-3930-q2-2023.xlsx
11,ACP total (%),2023-03-25,0.025,anexo-pilar3-circular-3930-q2-2023.xlsx
12,Margem excedente de Capital Principal (%),2023-03-25,0.0668,anexo-pilar3-circular-3930-q2-2023.xlsx
2,Nível I,2023-03-25,5581951932.0,anexo-pilar3-circular-3930-q2-2023.xlsx
3,Patrimônio de Referência (PR),2023-03-25,6599816423.0,anexo-pilar3-circular-3930-q2-2023.xlsx
4,RWA total,2023-03-25,35344385797.0,anexo-pilar3-circular-3930-q2-2023.xlsx
5,Índice de Capital Principal (ICP),2023-03-25,0.1368,anexo-pilar3-circular-3930-q2-2023.xlsx
6,Índice de Nível 1 (%),2023-03-25,0.1579,anexo-pilar3-circular-3930-q2-2023.xlsx
7,Índice de Basileia,2023-03-25,0.1867,anexo-pilar3-circular-3930-q2-2023.xlsx
8,Adicional de Conservação de Capital Principal - ACPConservação (%),2023-03-25,0.025,anexo-pilar3-circular-3930-q2-2023.xlsx
9,Adicional Contracíclico de Capital Principal - ACPContracíclico (%),2023-03-25,0.0,anexo-pilar3-circular-3930-q2-2023.xlsx
1,Capital Principal,2023-03-31,4833777155.56,anexo-pilar3-circular-3930-q1-2023.xlsx
11,ACP total (%),2023-03-31,0.025,anexo-pilar3-circular-3930-q1-2023.xlsx
12,Margem excedente de Capital Principal (%),2023-03-31,0.0668,anexo-pilar3-circular-3930-q1-2023.xlsx
2,Nível I,2023-03-31,5581951932.16,anexo-pilar3-circular-3930-q1-2023.xlsx
3,Patrimônio de Referência (PR),2023-03-31,6599816422.61,anexo-pilar3-circular-3930-q1-2023.xlsx
4,RWA total,2023-03-31,35344385797.39,anexo-pilar3-circular-3930-q1-2023.xlsx
5,Índice de Capital Principal (ICP),2023-03-31,0.1368,anexo-pilar3-circular-3930-q1-2023.xlsx
6,Índice de Nível 1 (%),2023-03-31,0.1579,anexo-pilar3-circular-3930-q1-2023.xlsx
7,Índice de Basileia,2023-03-31,0.1867,anexo-pilar3-circular-3930-q1-2023.xlsx
8,Adicional de Conservação de Capital Principal - ACPConservação (%),2023-03-31,0.025,anexo-pilar3-circular-3930-q1-2023.xlsx
1,Capital Principal,2023-06-23,5896972986.0,anexo-pilar3-circular-3930-q2-2023.xlsx
10,Adicional de Importância Sistêmica de Capital Principal - ACPSistêmico (%),2023-06-23,0.0,anexo-pilar3-circular-3930-q2-2023.xlsx
11,ACP total (%),2023-06-23,0.025,anexo-pilar3-circular-3930-q2-2023.xlsx
12,Margem excedente de Capital Principal (%),2023-06-23,0.0839,anexo-pilar3-circular-3930-q2-2023.xlsx
2,Nível I,2023-06-23,6674643271.0,anexo-pilar3-circular-3930-q2-2023.xlsx
3,Patrimônio de Referência (PR),2023-06-23,7728913335.0,anexo-pilar3-circular-3930-q2-2023.xlsx
4,RWA total,2023-06-23,38310589461.0,anexo-pilar3-circular-3930-q2-2023.xlsx
5,Índice de Capital Principal (ICP),2023-06-23,0.1539,anexo-pilar3-circular-3930-q2-2023.xlsx
6,Índice de Nível 1 (%),2023-06-23,0.1742,anexo-pilar3-circular-3930-q2-2023.xlsx
7,Índice de Basileia,2023-06-23,0.2017,anexo-pilar3-circular-3930-q2-2023.xlsx
8,Adicional de Conservação de Capital Principal - ACPConservação (%),2023-06-23,0.025,anexo-pilar3-circular-3930-q2-2023.xlsx
9,Adicional Contracíclico de Capital Principal - ACPContracíclico (%),2023-06-23,0.0,anexo-pilar3-circular-3930-q2-2023.xlsx
1,Capital Principal,2023-09-03,8885360617.0,anexo-pilar3-circular-3930-q1-2024.xlsx
10,Adicional de Importância Sistêmica de Capital Principal - ACPSistêmico (%),2023-09-03,0.0,anexo-pilar3-circular-3930-q1-2024.xlsx
11,ACP total (%),2023-09-03,0.0,anexo-pilar3-circular-3930-q1-2024.xlsx
12,Margem excedente de Capital Principal (%),2023-09-03,0.0462,anexo-pilar3-circular-3930-q1-2024.xlsx
2,Nível I,2023-09-03,9613879904.0,anexo-pilar3-circular-3930-q1-2024.xlsx
3,Patrimônio de Referência (PR),2023-09-03,10707752042.0,anexo-pilar3-circular-3930-q1-2024.xlsx
4,RWA total,2023-09-03,97458504359.0,anexo-pilar3-circular-3930-q1-2024.xlsx
5,Índice de Capital Principal (ICP),2023-09-03,0.0912,anexo-pilar3-circular-3930-q1-2024.xlsx
6,Índice de Nível 1 (%),2023-09-03,0.0986,anexo-pilar3-circular-3930-q1-2024.xlsx
7,Índice de Basileia,2023-09-03,0.1099,anexo-pilar3-circular-3930-q1-2024.xlsx
8,Adicional de Conservação de Capital Principal - ACPConservação (%),2023-09-03,0.0,anexo-pilar3-circular-3930-q1-2024.xlsx
9,Adicional Contracíclico de Capital Principal - ACPContracíclico (%),2023-09-03,0.0,anexo-pilar3-circular-3930-q1-2024.xlsx
1,Capital Principal,2023-09-07,8885360617.0,anexo-pilar3-circular-3930-q3-2024.xlsx
10,Adicional de Importância Sistêmica de Capital Principal - ACPSistêmico (%),2023-09-07,0.0,anexo-pilar3-circular-3930-q3-2024.xlsx
11,ACP total (%),2023-09-07,0.0,anexo-pilar3-circular-3930-q3-2024.xlsx
12,Margem excedente de Capital Principal (%),2023-09-07,0.0462,anexo-pilar3-circular-3930-q3-2024.xlsx
2,Nível I,2023-09-07,9613879904.0,anexo-pilar3-circular-3930-q3-2024.xlsx
3,Patrimônio de Referência (PR),2023-09-07,10707752042.0,anexo-pilar3-circular-3930-q3-2024.xlsx
4,RWA total,2023-09-07,97458504359.0,anexo-pilar3-circular-3930-q3-2024.xlsx
5,Índice de Capital Principal (ICP),2023-09-07,0.0912,anexo-pilar3-circular-3930-q3-2024.xlsx
6,Índice de Nível 1 (%),2023-09-07,0.0986,anexo-pilar3-circular-3930-q3-2024.xlsx
7,Índice de Basileia,2023-09-07,0.1099,anexo-pilar3-circular-3930-q3-2024.xlsx
8,Adicional de Conservação de Capital Principal - ACPConservação (%),2023-09-07,0.0,anexo-pilar3-circular-3930-q3-2024.xlsx
9,Adicional Contracíclico de Capital Principal - ACPContracíclico (%),2023-09-07,0.0,anexo-pilar3-circular-3930-q3-2024.xlsx
1,Capital Principal,2023-09-27,8885360617.0,anexo-pilar3-circular-3930-q4-2023.xlsx
10,Adicional de Importância Sistêmica de Capital Principal - ACPSistêmico (%),2023-09-27,0.0,anexo-pilar3-circular-3930-q4-2023.xlsx
11,ACP total (%),2023-09-27,0.0,anexo-pilar3-circular-3930-q4-2023.xlsx
12,Margem excedente de Capital Principal (%),2023-09-27,0.0462,anexo-pilar3-circular-3930-q4-2023.xlsx
2,Nível I,2023-09-27,9613879904.0,anexo-pilar3-circular-3930-q4-2023.xlsx
3,Patrimônio de Referência (PR),2023-09-27,10707752042.0,anexo-pilar3-circular-3930-q4-2023.xlsx
4,RWA total,2023-09-27,97458504359.0,anexo-pilar3-circular-3930-q4-2023.xlsx
5,Índice de Capital Principal (ICP),2023-09-27,0.0912,anexo-pilar3-circular-3930-q4-2023.xlsx
6,Índice de Nível 1 (%),2023-09-27,0.0986,anexo-pilar3-circular-3930-q4-2023.xlsx
